id,x,y
112,-50.4725,5.4533014
113,-41.532677,12.642743
114,-29.744596,-10.650488
115,-36.50193,5.7190647
116,-51.843884,3.376956
117,-44.049156,-14.367461
118,-27.590021,-12.680674
119,-47.12837,-14.573946
120,-31.362167,-6.090038
121,-43.742397,-16.44206
122,-27.820026,-17.348646
123,-28.099884,-12.445425
124,-37.623512,-21.43917
125,-48.29113,2.166476
126,-46.749348,-13.957132
127,-33.309612,5.0569353
128,-50.68926,-2.1985276
129,-52.971535,6.1580553
130,-34.9508,-15.946909
131,-32.834805,-5.198864
132,-39.128223,6.693953
133,-29.306458,-4.624685
134,-34.709576,-22.595863
135,-43.33694,12.388911
136,-44.820625,10.076377
137,-35.2748,-5.5701704
138,-44.86522,-1.1401889
139,-30.154442,-5.1576138
140,-38.468136,-22.979883
141,-46.60204,1.9999998
142,-44.6103,-14.893314
143,-41.0226,-18.383173
144,-51.491222,0.26560825
145,-32.363045,-15.388063
146,-34.3114,-15.231074
147,-53.095295,3.8440583
148,-31.552456,-18.927908
149,-30.278666,-18.829903
150,-36.331985,-18.438368
151,-52.092426,8.219084
152,-31.163057,-23.637846
153,-41.350533,-20.283794
154,-34.253788,7.850812
155,-42.048878,-11.993843
156,-49.55892,-3.3110502
157,-38.622177,-9.36891
158,-29.658865,-19.405972
159,-25.523033,-19.265453
160,-39.658745,-19.17563
161,-43.360462,-17.304655
162,-42.407364,10.903453
163,-45.81666,-14.331094
164,-34.85314,-24.264174
165,-48.790554,2.3529506
166,-36.79143,8.248822
167,-35.51433,-3.9619799
168,-46.905846,10.850258
169,-33.266415,-5.063188
170,-44.836937,-15.578662
171,-36.42055,8.474275
172,-47.10021,-2.503084
173,-42.244335,-5.291689
174,-35.005627,8.114479
175,-42.47139,14.045899
176,-31.575474,-7.5615315
177,-41.22398,12.666731
178,-29.989058,-3.8751636
179,-41.612003,1.1421509
180,-35.223545,-11.096781
181,-43.304565,-0.28454292
182,-34.323006,-22.447195
183,-28.043922,-11.672494
184,-46.22308,-4.6986303
185,-49.65121,2.3609006
186,-43.801083,7.831677
187,-33.899586,-11.623971
188,-41.479904,7.0525384
189,-48.772423,9.318946
190,-52.0703,2.9451628
191,-50.952824,-1.1197059
192,-50.387432,-1.5281042
193,-37.16797,6.314406
194,-29.038488,-2.2257628
195,-32.362026,-12.755737
196,-44.026005,-5.26136
197,-38.98531,-21.793076
198,-43.60953,0.26375538
199,-46.200253,-3.5740182
200,-41.919636,13.581489
201,-34.912262,2.0269291
202,-45.09025,-4.8226075
203,-41.868748,1.0296792
204,-31.12786,-6.826692
205,-52.05052,8.683924
206,-29.966536,-3.5099635
207,-51.797634,6.044477
208,-31.551054,-23.2547
209,-31.15854,-5.924387
210,-38.779022,5.587032
211,-25.315012,-18.229406
212,-35.561718,8.096973
213,-42.58207,-4.8983855
214,-50.46225,1.3160734
215,-32.105095,-19.017422
216,-51.868664,2.4068933
217,-36.281006,-5.170431
218,-27.872223,-12.510526
219,-29.368567,-2.8852136
220,-42.269466,-4.3869944
221,-47.95451,9.722355
222,-29.56494,-3.9908776
223,-50.91102,-4.287986
224,-46.75838,-14.42812
225,-36.827637,-18.006416
226,-44.57157,-14.888737
227,-53.62285,2.5713677
228,-44.76141,-14.345738
229,-47.956017,10.4916315
230,-42.75814,-4.1851935
231,-39.27743,-22.391401
232,-39.535625,1.8997011
233,-45.77559,-16.0251
234,-47.36688,9.666477
235,-29.68315,-2.3036652
236,-46.093872,11.7291565
237,-43.69654,14.657942
238,-32.219612,-13.296068
239,-35.023994,-3.9050617
240,-35.017273,-22.876657
241,-50.850227,-4.1064377
242,-28.348503,-20.503845
243,-33.968395,-16.035643
244,-35.470493,-6.478768
245,-49.77165,-2.7129946
246,-32.320866,-11.86488
247,-34.354023,4.1995096
248,-51.130253,-3.4619153
249,-39.644882,-20.47052
250,-39.750984,-10.957371
251,-33.150463,-10.158951
252,-32.660393,5.894867
253,-49.05559,-4.039537
254,-37.29826,-25.03224
255,-33.1266,4.026349
256,-50.18817,7.680856
257,-32.962513,-18.110964
258,-23.271675,-18.84496
259,-41.024193,12.012042
260,-29.825983,-11.433863
261,-49.119705,0.610041
262,-42.345795,-5.319764
263,-46.997417,-15.365661
264,-43.639793,-5.9505258
265,-33.24498,-7.912449
266,-35.66287,-22.699224
267,-50.688953,1.7261682
268,-26.268232,-18.794146
269,-25.786486,-17.750814
270,-24.17597,-19.008905
271,-47.379234,-4.0866117
272,-53.909897,3.560973
273,-31.750858,-23.95243
274,-33.353367,-13.032385
275,-43.618885,-0.6567738
276,-39.638508,-18.690014
277,-32.029938,4.339295
278,-24.713924,-18.8674
279,-39.025845,-22.766197
280,-35.369305,4.081399
281,-46.405605,-1.2516338
282,-52.524456,1.3860375
283,-27.402018,-20.599337
284,-34.09412,4.619273
285,-41.049477,-17.553951
286,-41.800663,12.325926
287,-41.50602,6.655428
288,-29.059706,-18.643145
289,-49.871777,1.5884514
290,-38.927574,6.2647967
291,-38.89871,-23.356136
292,-44.43391,-5.008915
293,-41.412266,0.72581244
294,-49.06493,-5.525918
295,-51.267174,6.1046844
296,-26.213568,-19.563051
297,-36.92984,4.7585707
298,-38.062416,2.8481407
299,-47.27917,5.447883
300,-40.09408,-19.477253
301,-39.22182,5.280175
302,-44.22276,11.766254
303,-50.74016,-0.99859405
304,-49.553764,3.4405262
305,-34.40946,-23.762642
306,-33.69189,-16.107878
307,-32.739204,5.0211725
308,-45.147602,-13.710693
309,-35.049572,-18.562029
310,-38.131706,2.3154285
311,-27.093245,-20.46693
312,-31.655241,-12.144516
313,-34.588375,-5.8805943
314,-45.83201,-1.6355709
315,-34.321537,4.3667912
316,-34.92885,6.161138
317,-36.43907,-4.759419
318,-38.244934,2.7703488
319,-36.32363,3.1231925
320,-31.522388,-10.775501
321,-35.720024,6.5919294
322,-42.562748,11.054681
323,-35.86777,-7.3362966
324,-42.118294,-12.209646
325,-27.426292,-12.745015
326,-45.453293,-13.952742
327,-30.029041,-1.786058
328,-29.829714,-3.1079147
329,-32.728134,-3.7644396
330,-33.83057,-3.3999922
331,-35.92224,7.9365196
332,-35.768284,-24.45007
333,-24.422354,-17.120777
334,-47.071804,11.287097
335,-45.32207,-5.320026
336,-46.26064,-3.4049854
337,-45.886246,-15.160357
338,-26.995626,-18.539576
339,-41.199795,-8.726268
340,-40.401707,-20.136591
341,-52.242508,4.2093444
342,-43.072735,13.797858
343,-33.66666,-23.322502
344,-34.8163,-25.35822
345,-33.07613,-12.081466
346,-38.212616,7.0150313
347,-34.470387,8.425063
348,-44.357998,-16.51321
349,-41.896145,-18.15239
350,-35.84986,1.7987113
351,-43.809887,1.8031052
352,-46.97244,1.9007331
353,-32.825573,-11.647853
354,-43.65147,7.9328413
355,-42.30832,7.1541157
356,-43.16716,12.089239
357,-25.85953,-17.39214
358,-42.670578,14.276063
359,-25.698296,-17.473745
360,-47.92987,10.410644
361,-27.011972,-16.850784
362,-29.519024,-20.777586
363,-31.489325,-10.598932
364,-42.815254,-3.2414956
365,-44.241673,2.622509
366,-45.544724,-6.1228557
367,-49.41529,1.9381405
368,-25.577358,-20.324041
369,-43.541485,-15.529245
370,-37.48606,5.5126944
371,-28.781866,-19.652578
372,-38.589195,2.2530544
373,-33.90695,-5.498712
374,-31.122555,-9.576645
375,-54.146645,4.4679055
376,-36.007923,-22.437912
377,-33.139786,-20.628733
378,-35.400738,-18.275532
379,-33.844776,-4.9344172
380,-36.963856,5.07173
381,-48.491756,8.693749
382,-36.396847,-20.988949
383,-38.19777,5.540805
384,-32.65071,-19.664005
385,-36.37898,1.8068978
386,-27.075949,-16.998291
387,-34.17207,-8.734546
388,-24.703064,-16.632153
389,-51.96508,8.738472
390,-50.83386,-0.10438047
391,-36.35159,-10.938436
392,-42.208847,0.4169933
393,-41.103157,-16.2849
394,-30.726841,-5.47884
395,-26.534372,-18.594547
396,-38.52954,-24.981821
397,-29.104792,-19.71002
398,-33.78728,8.000089
399,-46.998096,10.783179
400,-53.42239,3.3755152
401,-32.168716,-5.842889
402,-38.554752,-24.336304
403,-40.71885,11.652903
404,-46.393505,-14.241129
405,-46.79455,9.658907
406,-34.76703,-23.323025
407,-27.614468,-11.83402
408,-37.668106,6.8427396
409,-52.37515,3.5946875
410,-37.009495,-4.3688045
411,-46.806854,-2.0680232
412,-34.263336,-3.6859648
413,-50.52261,2.350661
414,-42.745213,11.868352
415,-39.90021,-10.464028
416,-44.391857,13.041697
417,-38.965992,3.9078598
418,-41.320793,12.112817
419,-35.476906,-23.141691
420,-36.21554,-18.7199
421,-41.237846,-11.235973
422,-49.209538,-3.0087183
423,-39.038692,-21.835333
424,-43.193516,14.895084
425,-40.877647,-10.495283
426,-32.256474,-8.821289
427,-44.452415,3.2867842
428,-39.402225,-18.334797
429,-44.309933,-16.696608
430,-25.953077,-20.529991
431,-45.517525,-14.80482
432,-32.597057,-16.625132
433,-38.625843,3.8648462
434,-49.11807,1.5802344
435,-38.787148,-21.268
436,-25.53601,-18.489952
437,-47.149315,8.989505
438,-33.407616,-16.463589
439,-41.511784,-9.746268
440,-36.377327,-24.960379
441,-50.871418,8.035366
442,-37.409977,-24.543173
443,-34.448204,-25.410088
444,-48.04152,4.829438
445,-35.575176,-24.48672
446,-31.28541,-9.390473
447,-27.117516,-19.851017
448,-31.110952,-17.684061
449,-32.74705,-16.579273
450,-43.995575,4.950415
451,-42.929546,-3.2520115
452,-49.350227,7.5482445
453,-45.27149,-3.458657
454,-30.62711,-17.081455
455,-52.68996,3.1990464
456,-33.593193,-10.848454
457,-44.87144,11.265588
458,-40.323257,1.444705
459,-26.910847,-13.512825
460,-27.897306,-18.040573
461,-36.55599,-24.995626
462,-29.118385,-10.838592
463,-45.270065,-5.034952
464,-42.918453,7.7825933
465,-42.889286,11.894619
466,-43.538067,-13.683654
467,-38.282143,2.5255065
468,-32.079914,-1.8851181
469,-27.28992,-18.589062
470,-49.13115,-1.2205713
471,-41.76548,6.9370184
472,-43.027126,-16.331018
473,-49.57815,8.403916
474,-37.893913,6.422129
475,-36.22617,-25.052227
476,-29.379847,-8.811499
477,-29.980103,-17.305548
478,-40.22226,-22.169657
479,-30.413689,-10.197026
480,-33.487656,-23.134
481,-43.72928,-5.460841
482,-40.76379,-17.984945
483,-30.434273,-4.486703
484,-33.61994,8.728026
485,-34.663628,2.1497605
486,-33.08677,5.780144
487,-34.388607,-10.595018
488,-31.841532,-5.0914416
489,-30.863195,-8.809784
490,-41.609226,-19.708494
491,-39.386993,-20.723665
492,-31.001282,-12.094732
493,-28.258064,-11.721989
494,-38.017128,-15.904576
495,-31.837557,-10.217384
496,-31.795773,-16.28569
497,-36.61904,-22.437523
498,-33.05096,-1.6172507
499,-42.370457,13.457467
500,46.984978,8.070339
501,38.46183,4.369118
502,26.665539,-3.7954013
503,44.658356,6.1362524
504,49.562874,11.145855
505,33.151016,3.467737
506,45.655678,16.354633
507,40.962593,23.498255
508,36.522247,-6.761732
509,41.302124,17.360937
510,46.69707,13.523425
511,36.26146,11.315776
512,38.06562,26.686678
513,29.014677,19.707514
514,39.89312,23.783308
515,35.623356,20.43944
516,29.424105,-3.7086954
517,45.729183,-0.91084564
518,32.66343,-7.4724655
519,31.50871,-5.2309737
520,41.263714,-6.1477113
521,55.92788,-2.041658
522,36.420788,5.1123304
523,37.889915,25.886889
524,42.32318,16.89565
525,45.484295,11.754155
526,31.884188,-7.8026414
527,32.654327,3.5309124
528,39.97806,1.6485158
529,36.22124,2.2382972
530,46.741726,-0.42089453
531,30.778776,15.2074585
532,37.407177,26.720474
533,40.83454,-3.698632
534,48.415092,-2.7595508
535,50.19778,6.0657625
536,33.64119,14.967269
537,48.080563,0.67424315
538,35.5797,2.1288476
539,36.8468,20.793526
540,31.755558,4.269568
541,44.025616,12.962953
542,40.199932,16.989208
543,40.258854,4.432422
544,39.09343,16.906618
545,36.173027,22.347166
546,51.61292,-2.284947
547,42.134644,-0.97986776
548,44.610718,-0.623739
549,56.570763,-1.5408536
550,31.79677,-7.637919
551,44.149746,16.377802
552,28.094933,-0.11692854
553,49.12482,-5.2012234
554,52.55335,2.8012486
555,34.601368,-3.2374582
556,27.546995,-4.219213
557,27.27323,-2.6683621
558,43.747944,17.722296
559,52.481388,-1.4633467
560,33.255875,13.478497
561,40.039284,1.0127811
562,46.56959,10.484906
563,33.281265,-8.38954
564,27.854963,-5.6562104
565,30.310057,-3.9472628
566,32.97354,15.338211
567,42.24779,-5.1269717
568,37.80087,-5.0456967
569,41.87962,-0.47005486
570,49.82992,10.296808
571,32.04213,13.878724
572,45.549767,-0.16983908
573,49.114502,0.44262516
574,35.7232,18.307875
575,36.736763,13.426927
576,36.572777,0.5499627
577,40.99531,24.908852
578,38.807693,4.112682
579,43.8559,-6.6089263
580,28.652658,-3.8290155
581,52.708393,-2.1418495
582,43.808136,15.886495
583,29.85708,16.638748
584,32.040874,3.8207357
585,29.475958,-6.3605394
586,29.33637,18.858475
587,40.040817,-0.36154464
588,30.278467,18.185019
589,32.382477,6.377366
590,51.418533,-3.6889563
591,41.57457,23.9808
592,40.940105,-2.9809241
593,54.285175,2.5513568
594,33.53848,-8.526784
595,54.0665,-3.9724822
596,30.730799,6.660163
597,51.370277,7.2097244
598,36.55727,11.020188
599,41.352077,15.088969
600,46.358696,5.019522
601,55.271484,1.7447556
602,41.823467,19.946798
603,27.96378,1.4215705
604,41.799057,17.2452
605,37.460293,21.277538
606,39.94058,3.7760208
607,48.021343,4.845102
608,50.221394,3.1712165
609,30.583078,2.8633785
610,48.258358,13.944336
611,50.408684,6.5825696
612,37.81669,3.486497
613,28.955048,0.13106762
614,41.821346,18.984764
615,42.72715,17.107153
616,52.067944,-3.0651782
617,50.90643,-2.24125
618,45.35292,-0.8193449
619,56.234283,-0.2876099
620,34.013737,18.838982
621,31.40154,-6.7207074
622,32.21889,-5.9106617
623,37.389893,-6.674086
624,35.46462,21.426233
625,43.36087,-6.545114
626,50.225513,2.55516
627,55.732628,0.6690007
628,34.1807,11.743772
629,27.901676,2.3323357
630,34.07,12.299917
631,28.816835,-1.2151679
632,50.988792,-2.552863
633,36.980103,3.640835
634,46.35411,7.2101007
635,43.936115,14.241125
636,30.765118,-2.8550892
637,54.36437,-3.597182
638,53.70725,-1.1512114
639,40.158092,24.652351
640,54.85602,-3.4375024
641,52.4861,-3.8063698
642,44.535526,10.695212
643,35.70639,11.802799
644,48.13882,13.665053
645,33.140297,5.3281865
646,35.981865,18.91531
647,29.613771,6.0095763
648,46.887535,8.843218
649,45.934387,5.621181
650,35.810585,11.037942
651,27.54807,-1.5712582
652,30.22573,2.623846
653,36.837578,-5.8231325
654,26.386965,-4.299556
655,41.465336,-4.6934156
656,31.639153,13.792404
657,28.30713,-4.8507323
658,47.880062,13.228551
659,33.19371,5.8319674
660,29.555449,18.151196
661,41.765324,23.315754
662,34.877148,7.9819026
663,35.536274,20.544647
664,45.911034,7.461985
665,29.707571,19.38566
666,52.2568,-2.8489616
667,37.090748,-5.473867
668,31.263887,6.2983212
669,29.827362,20.162533
670,32.12423,18.318712
671,43.546,7.7597713
672,49.32315,7.690401
673,36.243004,-4.191167
674,53.99319,6.162797
675,40.679436,0.58058053
676,45.17736,11.410527
677,44.02606,14.376783
678,40.080673,24.73931
679,38.375076,22.868338
680,38.446846,26.469894
681,48.71374,-5.33875
682,38.68996,-5.565784
683,49.45467,-4.762
684,39.212013,1.74573
685,46.386246,-1.2470219
686,41.38023,-0.2658502
687,42.60363,-1.2679176
688,36.10188,14.697814
689,45.1219,7.3096585
690,44.645496,16.624613
691,34.849007,2.0194767
692,29.798231,17.115173
693,40.881348,24.23417
694,40.528698,21.919827
695,29.645134,18.657928
696,53.557137,6.291267
697,55.585373,-2.3885179
698,33.621742,1.8700608
699,39.45686,26.122696
700,29.174328,18.268229
701,53.278,-3.5000153
702,37.367508,22.60512
703,39.883274,3.2232592
704,48.771217,-5.504413
705,36.0072,16.268015
706,31.833717,14.186591
707,42.19097,20.0051
708,39.846413,22.100521
709,47.18855,-5.6961355
710,52.423504,6.0150094
711,54.85677,0.9129595
712,46.228603,0.37939996
713,37.880093,26.48677
714,43.30067,15.402897
715,38.024498,22.927464
716,44.947037,5.016761
717,36.474182,22.779066
718,37.37389,1.1037116
719,34.651947,4.8803697
720,47.459133,12.56993
721,49.372486,4.4407053
722,49.02819,-0.322579
723,27.727282,4.5529895
724,37.280613,3.7072594
725,29.102354,2.123907
726,37.97747,26.083353
727,45.79077,12.07489
728,54.358757,5.538467
729,39.876297,23.141752
730,30.448643,-3.7280219
731,51.68797,6.838007
732,32.10644,14.346782
733,41.703274,14.093588
734,30.971525,19.240005
735,37.52348,0.5328993
736,48.335934,14.252176
737,41.93428,23.15267
738,37.020977,22.813017
739,45.393753,-0.9311894
740,48.201508,-1.9325864
741,30.727013,4.342221
742,49.44903,-3.7525525
743,41.193264,19.824028
744,50.008614,-5.3219085
745,27.792902,-0.4921328
746,30.910229,18.633818
747,28.328688,-2.4510527
748,48.450966,-0.60076845
749,49.521305,13.168906
750,45.87993,10.110854
751,34.284462,10.643132
752,31.77518,16.232191
753,42.382698,-0.5849952
754,34.245087,-5.452437
755,41.094975,20.93624
756,43.26547,-6.131334
757,49.33046,10.413329
758,48.19058,-3.2045236
759,42.595142,16.72471
760,36.232952,5.07168
761,48.56575,6.4606786
762,29.159124,5.259814
763,28.40299,3.8494565
764,48.451527,-0.23317282
765,37.751217,4.646231
766,43.650112,12.816884
767,28.899237,-6.6700683
768,38.966614,25.856752
769,35.872997,1.0838761
770,26.394592,-3.8725421
771,36.546104,-3.7725525
772,53.599026,6.6627054
773,41.011753,18.144379
774,30.0331,17.97387
775,30.041573,18.683277
776,33.217342,13.13494
777,34.722183,-5.025427
778,33.916912,-5.211285
779,54.175255,0.13351873
780,35.440277,-4.6729264
781,54.335484,1.4446313
782,35.63735,16.193853
783,36.13018,22.624386
784,31.91282,15.134535
785,28.111824,3.9220083
786,44.516006,-6.567287
787,53.941124,4.308171
788,33.95027,-8.789556
789,46.196136,-1.0255654
790,27.493618,-4.71071
791,47.315754,-7.2852917
792,30.091595,-6.3750916
793,35.210728,1.2135314
794,36.007072,-3.5625772
795,50.8558,-3.9150295
796,38.27221,3.8478243
797,29.849878,20.779087
798,36.06,-5.8425364
799,36.90614,0.57927334
800,41.41272,23.048935
801,28.733269,-1.6720659
802,53.980312,5.8453856
803,48.208282,7.734665
804,45.59272,10.6433525
805,46.882957,8.505224
806,48.038578,5.940518
807,30.10239,-6.3654947
808,45.30829,8.340183
809,48.727707,-6.5439014
810,46.730385,8.163008
811,49.816555,10.834845
812,55.564236,-1.2294742
813,45.104717,16.739845
814,29.86658,2.8404284
815,38.87821,11.363987
816,36.470905,3.1530418
817,43.226406,12.808821
818,31.956844,3.3013232
819,48.56914,-3.5987945
820,31.322548,-4.2172704
821,56.63318,-0.75437075
822,30.043211,-6.7983227
823,36.21009,12.579619
824,27.963394,6.1165075
825,37.822792,4.4189568
826,48.66955,1.9007583
827,54.53771,1.0935405
828,44.482998,16.418447
829,32.114838,-5.317738
830,51.150284,-3.4722767
831,44.501896,15.594133
832,35.90079,18.526508
833,35.72006,10.289962
834,55.62964,0.3069817
835,32.730682,15.046676
836,36.315697,23.683722
837,44.267326,7.933193
838,44.409607,5.675375
839,53.639217,2.3150632
840,29.478188,2.2166443
841,51.01189,-4.24065
842,40.584286,24.596064
843,28.589106,3.4336574
844,45.337185,5.706444
845,35.203247,18.914785
846,44.41969,-0.3999036
847,36.37555,15.408816
848,42.114494,0.101462215
849,45.06837,9.136936
850,49.384533,2.707631
851,48.928734,12.559266
852,48.834366,12.804943
853,47.93986,-0.3458832
854,49.31289,-5.1809573
855,30.564909,18.195456
856,30.957527,-4.4487247
857,37.40624,2.0429928
858,32.11574,16.060892
859,27.414751,5.3333178
860,27.902445,1.9017991
861,39.313175,25.634554
862,28.673111,-5.5607505
863,31.07652,6.912236
864,27.783445,0.82948023
865,48.923847,2.832082
866,56.172382,0.66696304
867,42.264122,19.622704
868,50.225384,4.613516
869,50.93296,2.6058505
870,30.315386,-6.974805
871,49.793278,10.940226
872,41.722916,23.463217
873,30.082798,17.53859
874,40.11818,0.46824694
875,40.847267,-4.4707136
876,46.764397,-7.037034
877,40.38352,1.2710695
878,34.593746,11.06477
879,54.45074,0.010345143
880,37.241875,-4.216867
881,37.375214,26.6974
882,33.929874,11.709515
883,38.249477,22.440508
884,48.83135,-4.7476068
885,34.649475,8.508058
886,54.302208,2.0055819
887,46.30171,13.435321
888,48.822426,3.1345897
889,27.745602,-4.2833405
890,29.396946,5.017858
891,42.195766,-5.311314
892,48.325726,-5.4975767
893,39.662796,4.508504
894,48.780838,5.45535
895,55.228672,-3.0938349
896,38.693336,16.852396
897,36.81872,23.34579
898,48.47034,12.744706
899,31.597517,15.592501
900,39.301235,0.9214918
901,28.55008,2.2452354
902,28.307423,3.9402158
903,43.595566,16.982128
904,37.28555,11.666425
905,54.752098,-2.685586
906,27.330267,-2.0887034
907,41.413868,-1.1149701
908,46.71674,13.679519
909,35.443398,-4.7131386
910,42.03062,15.045541
911,35.854465,21.079395
912,53.847134,2.155115
913,47.870834,-1.390626
914,32.20723,-4.6813765
915,56.50169,-0.2842046
916,49.525906,9.715379
917,36.544243,14.296534
918,29.871136,-4.2592974
919,27.616674,4.7652655
920,45.945255,-1.6690054
921,35.08628,18.614834
922,47.302734,-6.71051
923,36.614113,-4.9847407
924,46.025913,5.868672
925,36.582726,18.270376
926,32.39329,15.184854
927,28.086655,0.88035035
928,47.28444,-6.936696
929,42.17491,15.661899
930,49.963184,2.3832996
931,45.54977,11.403785
932,46.648304,13.683741
933,27.182205,-3.932969
934,52.14386,-4.806853
935,36.429665,11.708745
936,48.87169,7.5151124
937,43.63557,7.9310193
938,28.481003,-1.2386807
939,37.221268,25.969513
940,54.204678,-3.564853
941,39.727276,25.150484
942,38.942593,4.673583
943,35.130978,8.324498
944,40.095875,21.705004
945,37.195107,17.738426
946,45.01022,0.24510603
947,28.706219,6.067056
948,32.099358,-6.656491
949,36.584724,-5.7111816
950,45.52438,5.797234
951,31.371,-6.055252
952,45.57506,9.50395
953,36.08564,-5.310458
954,30.245283,21.121618
955,31.338306,3.1481228
956,42.86588,7.1262064
957,46.853962,5.7382574
958,29.549677,3.5841901
959,30.27236,20.4754
960,29.21627,6.4334283
961,48.93466,-4.1629615
962,43.350456,-6.3352757
963,41.731464,-2.4491673
964,45.07218,-6.729871
965,48.655846,1.4480587
966,29.985344,15.548572
967,41.33247,23.23912
968,37.656948,14.299015
969,40.210438,0.6734931
970,31.57144,-7.396345
971,31.264648,20.579208
972,33.116528,3.1074796
973,38.577694,-6.6080093
974,28.801384,7.153593
975,29.94625,5.640333
976,38.81306,16.76199
977,45.2022,11.270257
978,53.504787,7.5210114
979,31.67128,-7.740374
980,31.555069,6.4819894
981,55.703667,1.0033442
982,35.84258,-5.035132
983,31.602982,16.676447
984,49.527527,6.841818
985,28.414366,-2.813985
986,38.542835,16.826183
987,50.208023,3.8594062
988,41.49969,20.32039
989,41.28587,14.880565
990,39.346207,0.2668981
991,34.957363,17.515476
992,53.684,6.8004947
993,46.249912,-6.6956515
994,36.48409,23.104069
995,34.235565,9.22045
996,53.621098,-0.52084565
997,32.13213,4.457339
998,27.607958,5.608209
999,45.240482,8.198884
1000,-4.448621,-33.734386
1001,1.9720347,-47.86959
1002,8.358303,-46.09371
1003,6.448905,-28.8003
1004,-0.21905224,-26.114618
1005,11.642634,-23.11045
1006,11.588107,-23.465502
1007,20.44653,-36.860447
1008,18.222527,-36.108517
1009,18.276875,-40.74679
1010,17.08673,-39.57166
1011,-2.572224,-45.113926
1012,17.610847,-38.57401
1013,19.617916,-43.911316
1014,-1.5022085,-26.78973
1015,-5.8197775,-45.119904
1016,15.946541,-38.894287
1017,-9.694881,-37.075016
1018,18.221903,-38.98732
1019,6.5185695,-43.816536
1020,18.289955,-35.844448
1021,19.748228,-44.436054
1022,19.12524,-35.77666
1023,-0.4545414,-35.61634
1024,0.3978293,-21.609392
1025,3.2256002,-39.23648
1026,2.728192,-26.439882
1027,10.834496,-46.492435
1028,5.97047,-47.892334
1029,-4.658375,-46.498848
1030,-2.8815808,-39.969604
1031,6.869313,-31.06072
1032,-3.3623774,-18.51135
1033,19.973433,-38.47728
1034,21.850817,-37.146145
1035,-9.441331,-35.9539
1036,-4.8761973,-45.807064
1037,17.82139,-39.50345
1038,5.6786203,-25.848875
1039,9.378553,-25.733246
1040,1.2436224,-29.701859
1041,2.261616,-44.56092
1042,16.542688,-24.484303
1043,13.823968,-21.776112
1044,-3.712556,-26.9298
